"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"noclcwq  ","P",01/01/2003 5:00,1,1,"",11.7,<4> ,48.88,<4> ,31.8,<4> ,102.2,<4> ,9.1,<4> ,1.99,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.4,<4> ,8,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 5:30,1,1,"",11.7,<4> ,48.87,<4> ,31.8,<4> ,102.0,<4> ,9.1,<4> ,2.07,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,7,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 6:00,1,1,"",11.7,<4> ,48.88,<4> ,31.8,<4> ,101.7,<4> ,9.0,<4> ,2.11,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,6,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 6:30,1,1,"",11.7,<4> ,48.86,<4> ,31.8,<4> ,101.6,<4> ,9.0,<4> ,2.14,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,8,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 7:00,1,1,"",11.7,<4> ,48.84,<4> ,31.8,<4> ,95.2,<4> ,8.5,<4> ,2.07,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,6,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 7:30,1,1,"",11.8,<4> ,48.76,<4> ,31.8,<4> ,99.0,<4> ,8.8,<4> ,1.96,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,10,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 8:00,1,1,"",11.8,<4> ,48.53,<4> ,31.6,<4> ,97.7,<4> ,8.7,<4> ,1.89,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,23,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 8:30,1,1,"",11.9,<4> ,48.44,<4> ,31.5,<4> ,97.3,<4> ,8.6,<4> ,1.79,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,5,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 9:00,1,1,"",12.0,<4> ,47.87,<4> ,31.1,<4> ,96.9,<4> ,8.6,<4> ,1.62,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,36,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 9:30,1,1,"",12.0,<4> ,47.46,<4> ,30.8,<4> ,96.0,<4> ,8.5,<4> ,1.48,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,11,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 10:00,1,1,"",12.2,<4> ,46.25,<4> ,30.0,<4> ,95.0,<4> ,8.5,<4> ,1.28,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,9,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 10:30,1,1,"",12.3,<4> ,45.06,<4> ,29.1,<4> ,94.7,<4> ,8.5,<4> ,1.11,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,17,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 11:00,1,1,"",12.4,<4> ,44.5,<4> ,28.7,<4> ,96.0,<4> ,8.6,<4> ,0.95,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,129,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 11:30,1,1,"",12.5,<4> ,44.39,<4> ,28.6,<4> ,97.4,<4> ,8.7,<4> ,0.82,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,1615,<1> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 12:00,1,1,"",12.8,<4> ,44.22,<4> ,28.5,<4> ,100.4,<4> ,8.9,<4> ,0.71,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,14,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 12:30,1,1,"",13.3,<4> ,44.12,<4> ,28.5,<4> ,104.4,<4> ,9.2,<4> ,0.52,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,82,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 13:00,1,1,"",13.8,<4> ,44.06,<4> ,28.4,<4> ,109.2,<4> ,9.5,<4> ,0.41,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,7,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 13:30,1,1,"",14.2,<4> ,43.98,<4> ,28.4,<4> ,106.6,<4> ,9.2,<4> ,0.36,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,8,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 14:00,1,1,"",14.5,<4> ,43.92,<4> ,28.4,<4> ,114.9,<4> ,9.8,<4> ,0.46,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,8,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 14:30,1,1,"",14.3,<4> ,41.94,<4> ,26.9,<4> ,110.1,<4> ,9.5,<4> ,0.63,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,5,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 15:00,1,1,"",14.0,<4> ,42.04,<4> ,27.0,<4> ,110.4,<4> ,9.6,<4> ,0.82,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,11,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 15:30,1,1,"",13.7,<4> ,42.11,<4> ,27.0,<4> ,107.8,<4> ,9.5,<4> ,1.01,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,11,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 16:00,1,1,"",13.1,<4> ,44.11,<4> ,28.5,<4> ,104.1,<4> ,9.2,<4> ,1.2,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,21,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 16:30,1,1,"",12.5,<4> ,45.38,<4> ,29.3,<4> ,101.3,<4> ,9.0,<4> ,1.4,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,25,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 17:00,1,1,"",12.1,<4> ,48.01,<4> ,31.2,<4> ,100.5,<4> ,8.9,<4> ,1.55,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,20,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 17:30,1,1,"",12.0,<4> ,48.67,<4> ,31.7,<4> ,100.0,<4> ,8.8,<4> ,1.6,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,16,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 18:00,1,1,"",12.0,<4> ,48.75,<4> ,31.8,<4> ,100.1,<4> ,8.8,<4> ,1.65,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,19,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 18:30,1,1,"",12.0,<4> ,48.66,<4> ,31.7,<4> ,98.7,<4> ,8.7,<4> ,1.65,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,95,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 19:00,1,1,"",12.0,<4> ,48.66,<4> ,31.7,<4> ,97.7,<4> ,8.6,<4> ,1.61,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,32,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 19:30,1,1,"",12.2,<4> ,48.23,<4> ,31.4,<4> ,97.0,<4> ,8.6,<4> ,1.51,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,1610,<1> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 20:00,1,1,"",12.5,<4> ,47.05,<4> ,30.5,<4> ,96.1,<4> ,8.5,<4> ,1.39,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,15,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 20:30,1,1,"",12.8,<4> ,45.75,<4> ,29.6,<4> ,96.1,<4> ,8.5,<4> ,1.3,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,5,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 21:00,1,1,"",13.0,<4> ,44.26,<4> ,28.6,<4> ,95.3,<4> ,8.4,<4> ,1.12,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,43,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 21:30,1,1,"",13.0,<4> ,43.74,<4> ,28.2,<4> ,94.3,<4> ,8.3,<4> ,0.98,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,1621,<1> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 22:00,1,1,"",13.1,<4> ,42.66,<4> ,27.4,<4> ,93.5,<4> ,8.3,<4> ,0.83,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,238,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 22:30,1,1,"",13.0,<4> ,42.78,<4> ,27.5,<4> ,92.2,<4> ,8.2,<4> ,0.73,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,19,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 23:00,1,1,"",13.0,<4> ,42.4,<4> ,27.2,<4> ,91.4,<4> ,8.1,<4> ,0.62,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,18,<4> ,"",<-1> ,
"noclcwq  ","P",01/01/2003 23:30,1,1,"",13.0,<4> ,42.27,<4> ,27.1,<4> ,89.9,<4> ,8.0,<4> ,0.53,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,8,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 0:00,1,1,"",13.0,<4> ,41.86,<4> ,26.9,<4> ,89.5,<4> ,8.0,<4> ,0.41,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,1612,<1> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 0:30,1,1,"",12.8,<4> ,41.7,<4> ,26.7,<4> ,88.4,<4> ,7.9,<4> ,0.28,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,13,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 1:00,1,1,"",12.8,<4> ,41.6,<4> ,26.7,<4> ,85.8,<4> ,7.7,<4> ,0.19,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,11,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 1:30,1,1,"",12.7,<4> ,41.56,<4> ,26.6,<4> ,88.0,<4> ,7.9,<4> ,0.24,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,6,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 2:00,1,1,"",12.5,<4> ,40.92,<4> ,26.2,<4> ,86.0,<4> ,7.8,<4> ,0.35,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.1,<4> ,4,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 2:30,1,1,"",12.6,<4> ,39.38,<4> ,25.1,<4> ,90.5,<4> ,8.2,<4> ,0.56,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,69,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 3:00,1,1,"",12.6,<4> ,40.26,<4> ,25.7,<4> ,91.3,<4> ,8.3,<4> ,0.8,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,62,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 3:30,1,1,"",12.6,<4> ,40.09,<4> ,25.6,<4> ,92.3,<4> ,8.4,<4> ,1.03,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,7,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 4:00,1,1,"",12.4,<4> ,44.24,<4> ,28.5,<4> ,95.6,<4> ,8.6,<4> ,1.23,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,9,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 4:30,1,1,"",12.1,<4> ,46.29,<4> ,30.0,<4> ,96.4,<4> ,8.6,<4> ,1.4,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,12,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 5:00,1,1,"",11.9,<4> ,48.68,<4> ,31.7,<4> ,96.7,<4> ,8.6,<4> ,1.57,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,68,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 5:30,1,1,"",11.8,<4> ,49.41,<4> ,32.2,<4> ,97.2,<4> ,8.6,<4> ,1.73,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,21,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 6:00,1,1,"",11.8,<4> ,49.75,<4> ,32.5,<4> ,96.6,<4> ,8.5,<4> ,1.87,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,18,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 6:30,1,1,"",11.8,<4> ,49.77,<4> ,32.5,<4> ,97.2,<4> ,8.6,<4> ,1.98,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,18,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 7:00,1,1,"",11.8,<4> ,49.8,<4> ,32.5,<4> ,96.9,<4> ,8.6,<4> ,2.06,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,15,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 7:30,1,1,"",11.8,<4> ,49.78,<4> ,32.5,<4> ,95.5,<4> ,8.4,<4> ,2.07,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,16,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 8:00,1,1,"",11.8,<4> ,49.78,<4> ,32.5,<4> ,80.1,<4> ,7.1,<4> ,2.01,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,35,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 8:30,1,1,"",11.7,<4> ,49.45,<4> ,32.2,<4> ,88.0,<4> ,7.8,<4> ,1.92,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,24,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 9:00,1,1,"",11.7,<4> ,49.11,<4> ,32.0,<4> ,89.8,<4> ,8.0,<4> ,1.79,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,10,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 9:30,1,1,"",11.8,<4> ,48.5,<4> ,31.6,<4> ,93.2,<4> ,8.3,<4> ,1.66,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,11,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 10:00,1,1,"",11.9,<4> ,47.69,<4> ,31.0,<4> ,94.2,<4> ,8.4,<4> ,1.52,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,13,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 10:30,1,1,"",12.1,<4> ,45.43,<4> ,29.4,<4> ,95.3,<4> ,8.5,<4> ,1.38,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,82,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 11:00,1,1,"",12.3,<4> ,43.7,<4> ,28.1,<4> ,97.0,<4> ,8.7,<4> ,1.23,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,166,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 11:30,1,1,"",12.6,<4> ,43.45,<4> ,28.0,<4> ,97.2,<4> ,8.7,<4> ,1.06,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,5,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 12:00,1,1,"",13.0,<4> ,43.52,<4> ,28.0,<4> ,102.3,<4> ,9.1,<4> ,0.87,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,7,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 12:30,1,1,"",13.4,<4> ,43.55,<4> ,28.1,<4> ,104.8,<4> ,9.2,<4> ,0.69,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,5,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 13:00,1,1,"",13.8,<4> ,43.27,<4> ,27.9,<4> ,107.6,<4> ,9.4,<4> ,0.53,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,4,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 13:30,1,1,"",14.1,<4> ,42.91,<4> ,27.6,<4> ,106.8,<4> ,9.3,<4> ,0.42,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,6,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 14:00,1,1,"",14.3,<4> ,42.6,<4> ,27.4,<4> ,114.1,<4> ,9.9,<4> ,0.41,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,4,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 14:30,1,1,"",14.4,<4> ,42.77,<4> ,27.5,<4> ,113.0,<4> ,9.8,<4> ,0.52,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,3,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 15:00,1,1,"",14.1,<4> ,42.61,<4> ,27.4,<4> ,109.5,<4> ,9.5,<4> ,0.64,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,16,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 15:30,1,1,"",14.0,<4> ,42.14,<4> ,27.1,<4> ,107.7,<4> ,9.4,<4> ,0.79,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,162,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 16:00,1,1,"",13.7,<4> ,42.38,<4> ,27.2,<4> ,111.1,<4> ,9.7,<4> ,0.97,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,19,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 16:30,1,1,"",13.4,<4> ,42.95,<4> ,27.6,<4> ,107.3,<4> ,9.4,<4> ,1.14,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,5,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 17:00,1,1,"",12.7,<4> ,45.72,<4> ,29.6,<4> ,100.9,<4> ,8.9,<4> ,1.31,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,14,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 17:30,1,1,"",12.5,<4> ,46.86,<4> ,30.4,<4> ,99.8,<4> ,8.8,<4> ,1.45,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,14,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 18:00,1,1,"",12.3,<4> ,48.21,<4> ,31.4,<4> ,99.9,<4> ,8.8,<4> ,1.59,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,16,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 18:30,1,1,"",12.2,<4> ,49.26,<4> ,32.1,<4> ,99.0,<4> ,8.7,<4> ,1.69,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,22,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 19:00,1,1,"",12.1,<4> ,49.46,<4> ,32.3,<4> ,98.4,<4> ,8.6,<4> ,1.75,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,19,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 19:30,1,1,"",12.1,<4> ,49.45,<4> ,32.3,<4> ,94.2,<4> ,8.3,<4> ,1.74,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,182,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 20:00,1,1,"",12.1,<4> ,49.43,<4> ,32.3,<4> ,80.0,<4> ,7.0,<4> ,1.68,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,163,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 20:30,1,1,"",12.2,<4> ,49.05,<4> ,32.0,<4> ,55.8,<4> ,4.9,<4> ,1.6,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,137,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 21:00,1,1,"",12.4,<4> ,47.95,<4> ,31.2,<4> ,85.6,<4> ,7.5,<4> ,1.5,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,950,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 21:30,1,1,"",12.6,<4> ,46.84,<4> ,30.4,<4> ,80.0,<4> ,7.0,<4> ,1.38,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,853,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 22:00,1,1,"",12.7,<4> ,45.71,<4> ,29.6,<4> ,74.1,<1> ,6.5,<1> ,1.26,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.3,<4> ,193,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 22:30,1,1,"",12.7,<4> ,44.38,<4> ,28.6,<4> ,72.7,<1> ,6.4,<1> ,1.13,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,248,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 23:00,1,1,"",12.8,<4> ,43.69,<4> ,28.1,<4> ,62.5,<1> ,5.6,<1> ,1.0,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,283,<4> ,"",<-1> ,
"noclcwq  ","P",01/02/2003 23:30,1,1,"",12.8,<4> ,43.1,<4> ,27.7,<4> ,55.7,<1> ,5.0,<1> ,0.87,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,339,<4> ,"",<-1> ,
"noclcwq  ","P",01/03/2003 0:00,1,1,"",12.8,<4> ,42.81,<4> ,27.5,<4> ,53.6,<1> ,4.8,<1> ,0.73,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,168,<4> ,"",<-1> ,
"noclcwq  ","P",01/03/2003 0:30,1,1,"",12.7,<4> ,42.45,<4> ,27.3,<4> ,55.9,<1> ,5.0,<1> ,0.61,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,184,<4> ,"",<-1> ,
"noclcwq  ","P",01/03/2003 1:00,1,1,"",12.7,<4> ,42.34,<4> ,27.2,<4> ,74.6,<1> ,6.7,<1> ,0.51,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,79,<4> ,"",<-1> ,
"noclcwq  ","P",01/03/2003 1:30,1,1,"",12.7,<4> ,42.13,<4> ,27.0,<4> ,72.4,<1> ,6.5,<1> ,0.46,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.1,<4> ,34,<4> ,"",<-1> ,
"noclcwq  ","P",01/03/2003 2:00,1,1,"",12.7,<4> ,41.92,<4> ,26.9,<4> ,57.7,<1> ,5.2,<1> ,0.49,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.1,<4> ,1617,<1> ,"",<-1> ,
"noclcwq  ","P",01/03/2003 2:30,1,1,"",12.5,<4> ,41.65,<4> ,26.7,<4> ,23.3,<1> ,2.1,<1> ,0.57,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,355,<4> ,"",<-1> ,
"noclcwq  ","P",01/03/2003 3:00,1,1,"",12.6,<4> ,40.98,<4> ,26.2,<4> ,80.0,<4> ,7.2,<4> ,0.71,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,241,<4> ,"",<-1> ,
"noclcwq  ","P",01/03/2003 3:30,1,1,"",12.6,<4> ,41.33,<4> ,26.5,<4> ,89.0,<4> ,8.0,<4> ,0.9,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,73,<4> ,"",<-1> ,
"noclcwq  ","P",01/03/2003 4:00,1,1,"",12.6,<4> ,41.77,<4> ,26.8,<4> ,91.6,<4> ,8.2,<4> ,1.07,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.2,<4> ,228,<4> ,"",<-1> ,
